title,magnitude_min,magnitude_max,date_time,cdi,mmi,tsunami,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country,sig
"M 6.6 - 98 km W of Panguna, Papua New Guinea",6.52,6.7,14-04-2013 01:32,no intensity,average,yes,us,491,0.0,11.5,mww,31.0,-6.475,154.607,"Panguna, Papua New Guinea",,,670
"M 7.0 - 260 km WSW of Abepura, Indonesia",6.89,7.08,06-04-2013 04:42,light,strong,yes,us,640,0.0,11.4,mww,66.0,-3.517,138.476,"Abepura, Indonesia",,Indonesia,755
"M 6.5 - 36 km E of Finschhafen, Papua New Guinea",6.38,6.58,10-03-2013 22:51,no intensity,significant,yes,us,317,0.0,14.2,mww,28.0,-6.598,148.174,"Finschhafen, Papua New Guinea",,Papua New Guinea,650
"M 6.5 - 87 km SE of Ozernovskiy, Russia",6.39,6.58,01-03-2013 13:20,light,significant,no,us,480,0.0,20.7,mww,29.0,50.958,157.408,"Ozernovskiy, Russia",Asia,,651
"M 6.9 - 81 km SE of Ozernovskiy, Russia",6.81,6.99,28-02-2013 14:05,average,significant,yes,us,531,0.0,20.7,mww,41.0,50.954,157.283,"Ozernovskiy, Russia",Asia,,736
"M 6.6 - 183 km SW of Belaya Gora, Russia",6.49,6.72,14-02-2013 13:13,no intensity,strong,yes,us,697,0.0,15.3,mww,11.0,67.631,142.508,"Belaya Gora, Russia",Asia,Russia,670
"M 6.6 - 30 km SSW of Lata, Solomon Islands",6.51,6.7,09-02-2013 21:02,no intensity,significant,yes,us,421,0.0,16.6,mww,18.0,-10.994,165.741,"Lata, Solomon Islands",,Solomon Islands,670
"M 6.9 - 2 km NNE of Yacuanquer, Colombia",6.81,7.03,09-02-2013 14:16,average,average,yes,us,562,0.0,23.7,mww,145.0,1.135,-77.393,"Yacuanquer, Colombia",South America,Colombia,904
"M 7.1 - 32 km SE of Lata, Solomon Islands",7.01,7.22,08-02-2013 15:26,extremely strong,significant,yes,us,334,0.0,16.5,mww,21.0,-10.928,166.018,"Lata, Solomon Islands",,Solomon Islands,780
"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.71,6.88,08-02-2013 11:12,no intensity,strong,yes,us,400,0.0,17.5,mww,12.0,-10.838,165.969,"Lata, Solomon Islands",,Solomon Islands,711
"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.63,6.82,07-02-2013 18:59,no intensity,significant,yes,us,387,0.0,26.5,mww,11.0,-10.997,165.655,"Lata, Solomon Islands",,Solomon Islands,691
"M 7.0 - 33 km NW of Lata, Solomon Islands",6.91,7.07,06-02-2013 01:54,no intensity,significant,no,us,445,0.0,17.5,mww,8.8,-10.499,165.588,"Lata, Solomon Islands",,Solomon Islands,754
"M 7.1 - 112 km WSW of Lata, Solomon Islands",6.98,7.2,06-02-2013 01:23,no intensity,average,no,us,550,0.0,18.4,mww,10.0,-11.183,164.882,"Lata, Solomon Islands",,,776
"M 8.0 - 75 km W of Lata, Solomon Islands",7.92,8.07,06-02-2013 01:12,very strong,strong,yes,us,460,0.0,20.9,mww,24.0,-10.799,165.114,"Lata, Solomon Islands",,,993
"M 6.9 - 18 km SSW of Obihiro, Japan",6.8,7.04,02-02-2013 14:17,significant,strong,no,us,686,0.0,28.0,mww,107.0,42.77,143.092,"Obihiro, Japan",Asia,Japan,814
"M 6.8 - 54 km N of Vallenar, Chile",6.73,6.88,30-01-2013 20:15,significant,strong,no,us,596,0.0,19.3,mww,45.0,-28.094,-70.653,"Vallenar, Chile",South America,Chile,771
"M 7.5 - 110 km SW of Edna Bay, Alaska",7.41,7.59,05-01-2013 08:58,significant,significant,no,ak,0,0.0,0.0,mw,8.7,55.228,-134.859,"Edna Bay, Alaska",,,1425
"M 6.7 - 59 km SSW of Sola, Vanuatu",6.61,6.8,21-12-2012 22:28,no intensity,moderate,no,us,521,0.0,13.7,mww,200.7,-14.344,167.286,"Sola, Vanuatu",,Vanuatu,691
M 7.1 - Banda Sea,6.99,7.18,10-12-2012 16:53,average,average,no,us,517,0.0,8.7,mww,155.0,-6.533,129.825,Banda Sea,,Indonesia,843
"M 7.3 - 234 km SE of ?funato, Japan",7.18,7.41,07-12-2012 08:18,significant,average,no,us,918,0.0,14.8,mww,31.0,37.89,143.949,"?funato, Japan",,,1014
"M 6.5 - 32 km SW of Champerico, Guatemala",6.37,6.6,11-11-2012 22:14,moderate,average,no,us,598,0.0,57.3,mww,20.0,14.129,-92.164,"Champerico, Guatemala",,,708
"M 6.8 - 51 km NNE of Shwebo, Myanmar",6.66,6.9,11-11-2012 01:12,strong,significant,no,us,391,0.0,13.7,mww,13.7,23.005,95.885,"Shwebo, Myanmar",Asia,Myanmar,795
"M 7.4 - 33 km S of Champerico, Guatemala",7.3,7.48,07-11-2012 16:35,very strong,strong,no,us,751,0.0,25.5,mww,24.0,13.988,-91.895,"Champerico, Guatemala",,,1455
"M 7.8 - 206 km SW of Prince Rupert, Canada",7.72,7.88,28-10-2012 03:04,very strong,strong,no,us,807,0.0,42.7,mww,14.0,52.788,-132.101,"Prince Rupert, Canada",North America,Canada,1726
M 6.5 - Costa Rica,6.4,6.61,24-10-2012 00:45,significant,significant,no,us,691,0.0,34.4,mww,17.0,10.086,-85.298,Costa Rica,,Costa Rica,745
"M 6.6 - 163 km ENE of Tual, Indonesia",6.52,6.7,12-10-2012 00:31,light,average,no,us,291,0.0,17.7,mww,13.0,-4.892,134.03,"Tual, Indonesia",,Indonesia,675
"M 7.3 - 11 km WNW of San Agustín, Colombia",7.21,7.4,30-09-2012 16:31,strong,significant,no,us,934,0.0,15.5,mww,170.0,1.929,-76.362,"San Agustín, Colombia",South America,Colombia,1221
"M 7.6 - 11 km ENE of Hojancha, Costa Rica",7.5,7.71,05-09-2012 14:42,very strong,strong,no,us,703,0.0,34.3,mww,35.0,10.085,-85.315,"Hojancha, Costa Rica",,Costa Rica,1555
"M 7.6 - 89 km E of Sulangan, Philippines",7.51,7.72,31-08-2012 12:47,very strong,average,no,us,682,0.0,10.2,mww,28.0,10.811,126.638,"Sulangan, Philippines",,,1115
"M 7.3 - 126 km S of Puerto El Triunfo, El Salvador",7.17,7.41,27-08-2012 04:37,average,average,no,us,417,0.0,37.0,mww,28.0,12.139,-88.59,"Puerto El Triunfo, El Salvador",,,994
"M 6.6 - 140 km WNW of Tobelo, Indonesia",6.49,6.73,26-08-2012 15:05,moderate,average,no,us,497,0.0,14.6,mww,91.1,2.19,126.837,"Tobelo, Indonesia",,Indonesia,678
"M 7.7 - 156 km ENE of Poronaysk, Russia",7.63,7.77,14-08-2012 02:59,strong,moderate,no,us,862,0.0,13.8,mww,583.2,49.8,145.064,"Poronaysk, Russia",,,941
"M 6.5 - 105 km ESE of Kokopo, Papua New Guinea",6.42,6.59,28-07-2012 20:03,average,significant,no,us,576,0.0,11.7,mww,41.0,-4.651,153.173,"Kokopo, Papua New Guinea",,Papua New Guinea,653
"M 6.6 - 76 km W of Neiafu, Tonga",6.51,6.73,28-04-2012 10:08,moderate,average,no,us,529,0.0,15.7,mww,134.7,-18.685,-174.705,"Neiafu, Tonga",,Tonga,675
"M 6.7 - 86 km SSE of Manokwari, Indonesia",6.62,6.81,21-04-2012 01:16,no intensity,strong,no,us,370,0.0,15.4,mww,16.0,-1.617,134.276,"Manokwari, Indonesia",,Indonesia,691
"M 6.8 - 140 km N of Lae, Papua New Guinea",6.72,6.92,17-04-2012 07:13,significant,average,no,us,597,0.0,12.6,mww,198.0,-5.462,147.117,"Lae, Papua New Guinea",,Papua New Guinea,732
"M 6.7 - 22 km NW of Hacienda La Calera, Chile",6.58,6.8,17-04-2012 03:50,no intensity,strong,no,us,518,0.0,26.9,mww,29.0,-32.625,-71.365,"Hacienda La Calera, Chile",South America,Chile,691
"M 7.0 - 69 km ENE of San Luis, Mexico",6.9,7.1,12-04-2012 07:15,strong,strong,no,us,474,0.0,95.9,mww,13.0,28.696,-113.104,"San Luis, Mexico",North America,Mexico,1000
"M 6.5 - 41 km NW of El Habillal, Mexico",6.38,6.62,11-04-2012 22:55,strong,significant,no,us,599,0.0,54.1,mwb,20.0,18.229,-102.689,"El Habillal, Mexico",North America,Mexico,1171
M 8.2 - off the west coast of northern Sumatra,8.09,8.33,11-04-2012 10:43,extremely strong,significant,no,us,341,0.0,14.9,mwc,25.1,0.802,92.463,off the west coast of northern Sumatra,,,1213
M 8.6 - off the west coast of northern Sumatra,8.46,8.7,11-04-2012 08:38,extremely strong,strong,no,official,499,0.0,16.6,mw,20.0,2.327,93.063,off the west coast of northern Sumatra,,,2048
"M 7.1 - 23 km NE of Constitución, Chile",6.99,7.21,25-03-2012 22:37,strong,strong,no,us,553,0.0,15.2,mww,40.7,-35.2,-72.217,"Constitución, Chile",South America,Chile,1496
"M 6.6 - 11 km ENE of Kainantu, Papua New Guinea",6.53,6.67,21-03-2012 22:15,significant,significant,no,us,640,0.0,10.1,mww,118.0,-6.242,145.955,"Kainantu, Papua New Guinea",,Papua New Guinea,709
"M 7.4 - 6 km E of Santiago Llano Grande, Mexico",7.31,7.47,20-03-2012 18:02,extremely strong,very strong,no,us,672,0.0,37.9,mww,20.0,16.493,-98.231,"Santiago Llano Grande, Mexico",North America,Mexico,1752
"M 6.7 - 38 km NE of Saryg-Sep, Russia",6.57,6.83,26-02-2012 06:17,strong,strong,no,us,596,0.0,13.4,mww,12.0,51.708,95.991,"Saryg-Sep, Russia",Asia,Russia,833
"M 6.7 - 2 km NNE of Jimalalud, Philippines",6.59,6.8,06-02-2012 03:49,extremely strong,strong,no,us,572,0.0,11.1,mww,11.0,9.999,123.206,"Jimalalud, Philippines",,Philippines,1551
"M 7.1 - 125 km W of Port-Vila, Vanuatu",6.98,7.23,02-02-2012 13:34,average,average,no,us,573,0.0,12.0,mww,23.0,-17.827,167.133,"Port-Vila, Vanuatu",,,793
M 7.2 - off the west coast of northern Sumatra,7.08,7.28,10-01-2012 18:36,moderate,moderate,no,us,443,0.0,17.0,mww,19.0,2.433,93.21,off the west coast of northern Sumatra,,,838
"M 6.6 - 45 km NNE of Saryg-Sep, Russia",6.47,6.67,27-12-2011 15:21,no intensity,strong,no,us,545,0.0,17.6,mww,15.0,51.842,95.911,"Saryg-Sep, Russia",Asia,Russia,670
"M 7.1 - 25 km SSE of Wau, Papua New Guinea",7.01,7.24,14-12-2011 05:04,significant,significant,no,us,485,0.0,10.6,mww,135.0,-7.551,146.809,"Wau, Papua New Guinea",,Papua New Guinea,834
"M 6.5 - 6 km SSW of Nuevo Balsas, Mexico",6.41,6.6,11-12-2011 01:47,very strong,strong,no,us,578,0.0,38.6,mww,59.0,17.986,-99.789,"Nuevo Balsas, Mexico",North America,Mexico,1400
"M 6.9 - 39 km SW of Santiago, Peru",6.82,6.98,28-10-2011 18:54,significant,strong,no,us,474,0.0,46.5,mww,24.0,-14.438,-75.966,"Santiago, Peru",South America,Peru,847
"M 7.1 - 27 km NNE of Van, Turkey",6.97,7.18,23-10-2011 10:41,extremely strong,extremely strong,no,us,693,0.0,19.7,mww,18.0,38.721,43.508,"Van, Turkey",Asia,Turkey,1096
"M 6.5 - 4 km ESE of Finschhafen, Papua New Guinea",6.41,6.64,14-10-2011 03:35,light,significant,no,us,423,0.0,12.6,mww,37.0,-6.57,147.881,"Finschhafen, Papua New Guinea",,Papua New Guinea,655
"M 6.9 - 43 km NW of Mangan, India",6.78,7.0,18-09-2011 12:40,very strong,very strong,no,us,383,0.0,13.0,mww,50.0,27.73,88.155,"Mangan, India",Asia,India,1562
"M 6.7 - 99 km NE of Miyako, Japan",6.57,6.83,16-09-2011 19:26,average,average,no,us,667,0.0,10.9,mwc,30.0,40.273,142.779,"Miyako, Japan",,,712
"M 6.7 - 68 km WSW of Kabanjahe, Indonesia",6.59,6.79,05-09-2011 17:55,average,significant,no,us,447,0.0,15.3,mww,91.0,2.965,97.893,"Kabanjahe, Indonesia",,Indonesia,915
"M 7.0 - 133 km SSE of Isangel, Vanuatu",6.88,7.08,03-09-2011 22:55,strong,average,no,us,406,0.0,15.3,mww,185.1,-20.671,169.716,"Isangel, Vanuatu",,,761
"M 7.0 - 64 km ESE of Contamana, Peru",6.89,7.13,24-08-2011 17:46,significant,significant,no,us,471,0.0,26.9,mww,147.0,-7.641,-74.525,"Contamana, Peru",South America,Peru,913
"M 7.1 - 64 km S of Port-Vila, Vanuatu",6.98,7.23,20-08-2011 18:19,average,significant,no,us,564,0.0,12.3,mww,28.0,-18.311,168.218,"Port-Vila, Vanuatu",,,787
"M 6.5 - 65 km SSW of Port-Vila, Vanuatu",6.37,6.63,20-08-2011 17:13,no intensity,average,no,us,322,0.0,15.0,mwc,35.0,-18.308,168.156,"Port-Vila, Vanuatu",,,650
"M 7.2 - 71 km SSW of Port-Vila, Vanuatu",7.11,7.33,20-08-2011 16:55,very strong,significant,no,us,280,0.0,18.4,mww,32.0,-18.365,168.143,"Port-Vila, Vanuatu",,,813
"M 6.6 - 103 km NE of Angoram, Papua New Guinea",6.5,6.69,31-07-2011 23:38,light,significant,no,us,229,0.0,16.6,mww,10.0,-3.518,144.828,"Angoram, Papua New Guinea",,Papua New Guinea,674
M 7.6 - Kermadec Islands region,7.51,7.73,06-07-2011 19:03,light,strong,no,us,567,0.0,33.5,mww,17.0,-29.539,-176.34,Kermadec Islands region,,,893
"M 6.7 - 41 km NNE of Miyako, Japan",6.63,6.78,22-06-2011 21:50,significant,significant,no,us,592,0.0,24.9,mww,33.0,39.955,142.205,"Miyako, Japan",Asia,Japan,749
"M 6.8 - 124 km NE of Wé, New Caledonia",6.72,6.9,10-05-2011 08:55,moderate,average,no,us,519,0.0,12.5,mww,11.0,-20.244,168.226,"Wé, New Caledonia",,,734
"M 6.8 - 79 km W of Kirakira, Solomon Islands",6.67,6.9,23-04-2011 04:16,average,significant,no,us,445,0.0,13.0,mww,79.0,-10.375,161.2,"Kirakira, Solomon Islands",,Solomon Islands,719
"M 6.6 - 17 km SSW of Ishikawa, Japan",6.48,6.68,11-04-2011 08:16,strong,strong,no,us,586,0.0,10.1,mww,11.0,37.001,140.401,"Ishikawa, Japan",Asia,Japan,822
"M 7.1 - 29 km ESE of Ishinomaki, Japan",6.99,7.21,07-04-2011 14:32,very strong,very strong,no,us,446,0.0,17.7,mww,42.0,38.276,141.588,"Ishinomaki, Japan",Asia,Japan,1114
"M 6.6 - 7 km SW of Helio García Alfaro, Mexico",6.47,6.68,07-04-2011 13:11,strong,significant,no,us,518,0.0,37.2,mww,166.2,17.208,-94.338,"Helio García Alfaro, Mexico",,Mexico,897
"M 6.9 - 27 km NNW of Tachilek, Myanmar",6.81,7.04,24-03-2011 13:55,strong,extremely strong,no,us,335,0.0,18.2,mww,8.0,20.687,99.822,"Tachilek, Myanmar",Asia,Myanmar,1154
"M 6.6 - 50 km ESE of ?tsuchi, Japan",6.47,6.69,11-03-2011 11:36,significant,average,no,us,668,0.0,9.5,ms,25.7,39.241,142.463,"?tsuchi, Japan",,,673
"M 6.5 - 81 km NE of Hasaki, Japan",6.43,6.63,11-03-2011 08:19,no intensity,moderate,no,us,369,0.0,18.7,mb,6.8,36.166,141.562,"Hasaki, Japan",,,650
"M 7.7 - 272 km ESE of Kamaishi, Japan",7.62,7.84,11-03-2011 06:25,strong,moderate,no,us,507,0.0,10.8,mwc,18.6,38.058,144.59,"Kamaishi, Japan",,,931
"M 7.9 - 47 km E of ?arai, Japan",7.83,8.0,11-03-2011 06:15,very strong,strong,no,us,163,0.0,48.4,mwc,42.6,36.281,141.111,"?arai, Japan",,,1140
"M 9.1 - 2011 Great Tohoku Earthquake, Japan",8.97,9.2,11-03-2011 05:46,extremely strong,very strong,no,official,541,0.0,9.5,mww,29.0,38.297,142.373,"2011 Great Tohoku Earthquake, Japan",,,2184
"M 7.3 - 120 km SE of ?funato, Japan",7.21,7.43,09-03-2011 02:45,average,average,no,us,550,0.0,17.4,mww,32.0,38.435,142.842,"?funato, Japan",,,972
"M 6.7 - 38 km W of Constitución, Chile",6.61,6.83,14-02-2011 03:40,average,significant,no,us,358,0.0,33.9,mww,21.0,-35.38,-72.834,"Constitución, Chile",,,731
"M 6.9 - 21 km N of Tomé, Chile",6.8,7.02,11-02-2011 20:05,strong,strong,no,us,382,0.0,34.7,mww,26.0,-36.422,-72.96,"Tomé, Chile",South America,Chile,988
"M 7.2 - 46 km WSW of Dalbandin, Pakistan",7.13,7.3,18-01-2011 20:23,strong,strong,no,us,372,0.0,25.3,mww,68.0,28.777,63.951,"Dalbandin, Pakistan",Asia,Pakistan,1449
"M 7.0 - 118 km NNE of Tadine, New Caledonia",6.88,7.1,13-01-2011 16:16,very light,average,no,us,578,0.0,13.3,mww,9.0,-20.628,168.471,"Tadine, New Caledonia",,,755
"M 7.2 - 42 km NNW of Carahue, Chile",7.1,7.32,02-01-2011 20:20,very strong,strong,no,us,397,0.0,30.1,mww,24.0,-38.355,-73.326,"Carahue, Chile",South America,Chile,1054
"M 7.3 - 141 km W of Isangel, Vanuatu",7.17,7.38,25-12-2010 13:16,no intensity,average,no,us,409,0.0,12.0,mwc,16.0,-19.702,167.947,"Isangel, Vanuatu",,,820
"M 6.7 - 111 km SE of Bam, Iran",6.59,6.79,20-12-2010 18:41,light,strong,no,us,279,0.0,24.3,mwc,12.0,28.412,59.18,"Bam, Iran",Asia,Iran,708
"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",6.46,6.71,02-12-2010 03:12,no intensity,significant,no,us,306,0.0,18.5,mwb,33.0,-6.001,149.977,"Kandrian, Papua New Guinea",,Papua New Guinea,670
"M 7.8 - 215 km SW of Sungai Penuh, Indonesia",7.71,7.9,25-10-2010 14:42,moderate,strong,no,us,379,0.0,23.0,mwc,20.1,-3.487,100.082,"Sungai Penuh, Indonesia",,,946
"M 6.7 - 97 km SSW of El Huitusi, Mexico",6.61,6.79,21-10-2010 17:53,average,average,no,us,352,0.0,50.3,mwc,13.0,24.696,-109.156,"El Huitusi, Mexico",,,776
"M 7.0 - Near the south coast of Papua, Indonesia",6.88,7.12,29-09-2010 17:11,very strong,average,no,us,271,0.0,15.1,mwc,26.0,-4.963,133.76,"Papua, Indonesia",,Indonesia,772
"M 7.0 - 19 km NE of Methven, New Zealand",6.92,7.12,03-09-2010 16:35,very strong,very strong,no,us,365,0.0,15.8,mwc,12.0,-43.522,171.83,"Methven, New Zealand",,New Zealand,1245
M 7.1 - Ecuador,6.97,7.21,12-08-2010 11:54,significant,average,no,us,672,0.0,12.4,mwc,206.7,-1.266,-77.306,Ecuador,South America,Ecuador,945
"M 7.3 - 33 km NW of Port-Vila, Vanuatu",7.22,7.42,10-08-2010 05:23,strong,strong,no,us,405,0.0,20.2,mwc,25.0,-17.541,168.069,"Port-Vila, Vanuatu",,Vanuatu,850
"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",6.9,7.07,04-08-2010 22:01,moderate,significant,no,us,396,0.0,12.7,mww,44.0,-5.746,150.765,"Kimbe, Papua New Guinea",,Papua New Guinea,757
"M 6.5 - 118 km ESE of Madang, Papua New Guinea",6.36,6.61,04-08-2010 07:15,average,moderate,no,us,403,0.0,11.1,mwc,220.0,-5.486,146.822,"Madang, Papua New Guinea",,Papua New Guinea,659
"M 7.6 - 61 km W of Bantogon, Philippines",7.51,7.72,23-07-2010 22:51,average,light,no,us,340,0.0,15.1,mwc,578.0,6.497,123.48,"Bantogon, Philippines",,Philippines,902
"M 7.3 - New Britain region, Papua New Guinea",7.22,7.39,18-07-2010 13:34,very strong,strong,no,us,397,0.0,18.2,mwc,35.0,-5.931,150.59,"New Britain region, Papua New Guinea",,Papua New Guinea,831
"M 6.9 - 56 km SE of Kimbe, Papua New Guinea",6.77,6.97,18-07-2010 13:04,moderate,strong,no,us,456,0.0,15.7,mwc,28.0,-5.966,150.428,"Kimbe, Papua New Guinea",,Papua New Guinea,737
"M 6.6 - 30 km SSE of Cañete, Chile",6.52,6.68,14-07-2010 08:32,significant,strong,no,us,295,0.0,52.8,mwc,22.0,-38.067,-73.31,"Cañete, Chile",South America,Chile,753
"M 6.7 - 55 km WSW of Kirakira, Solomon Islands",6.58,6.84,26-06-2010 05:30,average,significant,no,us,392,0.0,18.7,mwc,35.0,-10.627,161.447,"Kirakira, Solomon Islands",,Solomon Islands,696
"M 6.6 - 135 km SSE of Biak, Indonesia",6.48,6.73,16-06-2010 03:58,no intensity,strong,no,us,309,0.0,25.0,mwc,10.5,-2.329,136.484,"Biak, Indonesia",,Indonesia,670
"M 7.0 - 121 km SSE of Biak, Indonesia",6.92,7.09,16-06-2010 03:16,light,strong,no,us,307,0.0,18.1,mwc,18.0,-2.174,136.543,"Biak, Indonesia",,Indonesia,755
"M 7.5 - Nicobar Islands, India region",7.38,7.62,12-06-2010 19:26,significant,average,no,us,514,0.0,18.6,mwc,35.0,7.881,91.936,"Nicobar Islands, India region",,,1144
"M 7.2 - 100 km WNW of Sola, Vanuatu",7.09,7.29,27-05-2010 17:14,average,significant,no,us,327,0.0,11.7,mwc,31.0,-13.698,166.643,"Sola, Vanuatu",,Vanuatu,804
"M 7.2 - 45 km SSW of Meulaboh, Indonesia",7.1,7.28,09-05-2010 05:59,average,significant,no,us,611,0.0,20.6,mwc,38.0,3.748,96.018,"Meulaboh, Indonesia",,Indonesia,918
"M 6.9 - 233 km NNW of Qamdo, China",6.78,7.04,13-04-2010 23:49,significant,extremely strong,no,us,410,0.0,14.9,mwc,17.0,33.165,96.548,"Qamdo, China",Asia,People's Republic of China,773
"M 6.9 - 99 km WSW of Kirakira, Solomon Islands",6.77,7.04,11-04-2010 09:40,moderate,average,no,us,399,0.0,12.1,mwc,21.0,-10.878,161.116,"Kirakira, Solomon Islands",,,740
"M 7.8 - 75 km E of Sinabang, Indonesia",7.67,7.93,06-04-2010 22:15,no intensity,strong,no,us,352,0.0,19.2,mwc,31.0,2.383,97.048,"Sinabang, Indonesia",,Indonesia,936
"M 7.2 - 12km SW of Delta, B.C., MX",7.13,7.31,04-04-2010 22:40,extremely strong,extremely strong,no,ci,10,0.5137,239.0,mw,9.987,32.2862,-115.295,"Delta, B.C., MX",North America,Mexico,2910
"M 6.6 - 217 km N of Bamboo Flat, India",6.51,6.71,30-03-2010 16:54,average,significant,no,us,413,0.0,16.7,mwc,34.0,13.667,92.831,"Bamboo Flat, India",,India,701
"M 6.7 - 52 km NNW of Tomé, Chile",6.62,6.77,16-03-2010 02:21,average,significant,no,us,312,0.0,34.7,mwc,18.0,-36.217,-73.257,"Tomé, Chile",,,856
"M 6.5 - 59 km ENE of Namie, Japan",6.38,6.64,14-03-2010 08:08,significant,average,no,us,491,0.0,27.0,mwc,32.0,37.745,141.59,"Namie, Japan",,,810
"M 7.0 - 52 km NW of Santa Cruz, Chile",6.91,7.09,11-03-2010 14:55,strong,strong,no,us,403,0.0,17.1,mwc,18.0,-34.326,-71.799,"Santa Cruz, Chile",South America,Chile,874
"M 6.9 - 61 km NW of Santa Cruz, Chile",6.78,6.98,11-03-2010 14:39,strong,strong,no,us,415,0.0,12.5,mwc,11.0,-34.29,-71.891,"Santa Cruz, Chile",South America,Chile,1280
"M 6.8 - 141 km W of Bengkulu, Indonesia",6.69,6.92,05-03-2010 16:07,moderate,significant,no,us,401,0.0,23.2,mwc,26.0,-3.762,100.991,"Bengkulu, Indonesia",,Indonesia,717
"M 6.6 - 23 km WNW of Talcahuano, Chile",6.5,6.7,05-03-2010 11:47,strong,strong,no,us,255,0.0,27.8,mwb,18.0,-36.665,-73.374,"Talcahuano, Chile",,Chile,736
"M 6.5 - 48 km NW of Sola, Vanuatu",6.4,6.59,04-03-2010 14:02,no intensity,moderate,no,us,426,0.0,18.7,mwb,176.0,-13.571,167.227,"Sola, Vanuatu",,Vanuatu,650
"M 7.4 - 124 km W of Lebu, Chile",7.27,7.5,27-02-2010 08:01,no intensity,average,no,us,409,0.0,17.6,mwc,35.0,-37.773,-75.048,"Lebu, Chile",,,842
"M 8.8 - 36 km WNW of Quirihue, Chile",8.71,8.9,27-02-2010 06:34,very strong,very strong,no,official,454,0.0,17.8,mww,22.9,-36.122,-72.898,"Quirihue, Chile",South America,Chile,1991
"M 7.0 - 70 km SE of Katsuren-haebaru, Japan",6.91,7.14,26-02-2010 20:31,significant,significant,no,us,487,0.0,15.7,mwc,25.0,25.93,128.425,"Katsuren-haebaru, Japan",,,1180
"M 7.0 - 10 km SE of Léogâne, Haiti",6.88,7.09,12-01-2010 21:53,extremely strong,extremely strong,no,us,500,0.0,22.7,mwc,13.0,18.443,-72.571,"Léogâne, Haiti",,Haiti,1623
"M 6.5 - 37 km WNW of Ferndale, California",6.42,6.62,10-01-2010 00:27,strong,strong,no,nc,51,0.3225,220.0,mw,28.737,40.652,-124.692,"Ferndale, California",North America,,1360
"M 6.8 - 127 km SE of Gizo, Solomon Islands",6.7,6.92,05-01-2010 12:15,light,significant,no,us,338,0.0,15.0,mwc,15.4,-9.019,157.551,"Gizo, Solomon Islands",,,713
"M 7.1 - 94 km SE of Gizo, Solomon Islands",6.97,7.2,03-01-2010 22:36,average,strong,no,us,377,0.0,15.0,mwc,10.0,-8.783,157.354,"Gizo, Solomon Islands",,Solomon Islands,780
"M 6.6 - 98 km SE of Gizo, Solomon Islands",6.52,6.7,03-01-2010 21:48,average,strong,no,us,282,0.0,16.6,mwc,10.0,-8.726,157.487,"Gizo, Solomon Islands",,Solomon Islands,672
"M 6.5 - 92 km N of Iquique, Chile",6.42,6.6,13-11-2009 03:05,significant,strong,no,us,390,0.0,17.7,mwc,27.0,-19.394,-70.321,"Iquique, Chile",South America,Chile,698
"M 7.3 - 77 km ENE of Ba, Fiji",7.17,7.38,09-11-2009 10:44,no intensity,moderate,no,us,430,0.0,15.0,mwc,595.0,-17.239,178.331,"Ba, Fiji",,Fiji,820
"M 6.6 - 29 km NNW of Bima, Indonesia",6.5,6.71,08-11-2009 19:41,strong,significant,no,us,305,0.0,20.4,mwc,18.0,-8.207,118.631,"Bima, Indonesia",,Indonesia,677
"M 6.8 - 98 km NNE of Naze, Japan",6.71,6.9,30-10-2009 07:03,no intensity,significant,no,us,424,0.0,21.4,mwc,34.0,29.218,129.782,"Naze, Japan",,,711
"M 6.9 - 268 km WSW of Tual, Indonesia",6.8,6.99,24-10-2009 14:40,moderate,significant,no,us,397,0.0,11.0,mwc,130.0,-6.133,130.385,"Tual, Indonesia",,Indonesia,972
"M 6.8 - 188 km WNW of Sola, Vanuatu",6.69,6.9,08-10-2009 08:28,no intensity,average,no,us,174,0.0,30.2,mwc,35.0,-13.298,165.91,"Sola, Vanuatu",,,711
"M 7.4 - 143 km NW of Sola, Vanuatu",7.3,7.49,07-10-2009 23:13,no intensity,strong,no,us,314,0.0,20.2,mwc,31.1,-13.093,166.497,"Sola, Vanuatu",,Vanuatu,842
"M 7.8 - 196 km NW of Sola, Vanuatu",7.72,7.89,07-10-2009 22:18,no intensity,significant,no,us,195,0.0,20.3,mwc,35.0,-12.517,166.382,"Sola, Vanuatu",,,936
"M 7.7 - 148 km NW of Sola, Vanuatu",7.59,7.82,07-10-2009 22:03,moderate,strong,no,us,283,0.0,23.2,mww,45.0,-13.006,166.51,"Sola, Vanuatu",,Vanuatu,916
"M 6.6 - 49 km SSE of Sungai Penuh, Indonesia",6.52,6.74,01-10-2009 01:52,strong,strong,no,us,417,0.0,30.1,mwc,9.0,-2.482,101.524,"Sungai Penuh, Indonesia",,Indonesia,787
"M 7.6 - 30 km WSW of Pariaman, Indonesia",7.5,7.67,30-09-2009 10:16,very strong,very strong,no,us,498,0.0,14.0,mwc,81.0,-0.72,99.867,"Pariaman, Indonesia",,Indonesia,1639
"M 8.1 - 168 km SSW of Matavai, Samoa",7.98,8.17,29-09-2009 17:48,strong,significant,no,us,520,0.0,20.8,mwc,18.0,-15.489,-172.095,"Matavai, Samoa",,,1055
